"","cutoff","2.5%_excl","5%_excl","50%_excl","95%_excl","97.5%_excl","2.5%_incl","5%_incl","50%_incl","95%_incl","97.5%_incl","obs","zone","povline"
"104","40","0.155947715329117","0.166666666666667","0.21889880952381","0.277806414662085","0.288461538461538","0.324979738154613","0.330788804071247","0.361567235756762","0.394235725614592","0.399509803921569","500","full","poor_npl1"
"105","45","0.0706893939393939","0.0810674310674311","0.123760432007855","0.171767676767677","0.182692307692308","0.4075","0.414745744835133","0.445678681168609","0.47922045428633","0.484857814599194","500","full","poor_npl1"
"106","50","0.0420080532212885","0.0505008063831593","0.0882352941176471","0.12767194458189","0.137288875946418","0.496210208356713","0.503684602584358","0.536554647662346","0.57073692232117","0.577741042471541","500","full","poor_npl1"
"107","55","0.0113542707292707","0.019047619047619","0.0467289719626168","0.0776699029126214","0.0833333333333333","0.572130692690394","0.579201606385128","0.614715032354405","0.649765086722676","0.656565656565657","500","full","poor_npl1"
"108","60","0","0.00934146763586016","0.0297029702970297","0.055045871559633","0.0600060240963855","0.637278979601916","0.642848280751507","0.675776524036444","0.709943853712","0.716809680451128","500","full","poor_npl1"
"109","65","0","0","0.010989010989011","0.0319148936170213","0.0337078651685393","0.714999692874693","0.719204839774516","0.75","0.781265169902913","0.785718783735156","500","full","poor_npl1"
"110","70","0","0","0.010989010989011","0.0319148936170213","0.0337078651685393","0.767492394179894","0.773067331670823","0.802484567901235","0.830428166870958","0.834975985221675","500","full","poor_npl1"
"111","75","0","0","0.00961538461538462","0.0215170640486208","0.0247234247234247","0.831191225654141","0.835051546391753","0.860377609276302","0.884803921568627","0.887787052724423","500","full","poor_npl1"
"112","80","0","0","0","0.010752688172043","0.0111111111111111","0.877178324989852","0.881443298969072","0.902743142144638","0.923646260294062","0.926588453226304","500","full","poor_npl1"
"113","85","0","0","0","0","0","0.925445067977632","0.928934010152284","0.945137157107232","0.960690211868222","0.964378850699423","500","full","poor_npl1"
"114","90","0","0","0","0","0","0.962118814729574","0.964189782936586","0.975155241163908","0.985148514851485","0.9875","500","full","poor_npl1"
"115","95","0","0","0","0","0","0.984615384615385","0.985074626865672","0.992405063291139","0.997506544583814","0.997573108672201","500","full","poor_npl1"
