"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs3q01","cs3q02","cs3q03","cs3q04_a","cs3q04a_oth","cs3q04_b","cs3q04_c","cs3q04c_oth","cs3q04_d","cs3q04_e","cs3q04e_oth","cs3q04_f","cs3q06","cs3q07","cs3q07_oth","cs3q08","cs3q09","cs3q10","scsq11","cs3q12_a","cs3q12_b","cs3q12_c","cs3q12_d","cs3q12_e","cs3q12_f"
"072219010100606","07221900606",7,22,19,1,1,6,6,1,5942,1213,1,,600,3,,300,2,,200,0,3,,1,0,0,0,2,90,3,8,1,2
"072219010100636","07221900636",7,22,19,1,1,6,36,4,24425,12000,3,,6000,1,,4000,4,,2000,2,3,,1,0,0,0,2,80,3,15,1,5
"072219010100723","07221900723",7,22,19,1,1,7,23,1,20000,8000,3,,60,1,,35,4,,5,0,3,,1,0,0,0,2,65,3,20,1,15
"072219010100753","07221900753",7,22,19,1,1,7,53,1,20000,8000,3,,60,1,,35,4,,5,0,3,,1,0,0,0,2,65,3,20,1,15
"120101010100103","12010100103",12,1,1,1,1,1,3,1,27000,4600,3,,3000,1,,1000,4,,600,25,3,,1,20,50,10,1,60,3,30,2,10
"120101088800401","12010100401",12,1,1,8,88,4,1,3,813,142,3,,142,,,,,,,40,2,,1,10,0,40,1,142,,,,
"120102088800401","12010200401",12,1,2,8,88,4,1,4,450,2300,3,,1500,2,,420,4,,200,10,2,,1,10,70,10,3,300,1,100,,
"120102088800901","12010200901",12,1,2,8,88,9,1,1,250,800,3,,770,2,,30,,,,25,2,,1,10,30,10,1,800,,,,
"120103010100103","12010300103",12,1,3,1,1,1,3,3,2173,447,1,,180,3,,150,4,,60,20,6,,1,0,0,0,1,220,2,100,3,110
"120201088801701","12020101701",12,2,1,8,88,17,1,4,614,125,3,,125,,,,,,,30,2,,1,70,0,0,1,125,,,,
"120203088800401","12020300401",12,2,3,8,88,4,1,4,615,123,2,,110,3,,13,,,,20,1,,1,15,0,10,1,118,,,,
"120301088800107","12030100107",12,3,1,8,88,1,7,2,5751,1917,3,,2875,2,,2875,,,,5,2,,5,5,45,0,3,55,1,45,,
"120301088800704","12030100704",12,3,1,8,88,7,4,3,4990,933,1,,467,4,,466,,,,0,2,,5,5,0,0,1,10,3,50,,
"120302088801002","12030201002",12,3,2,8,88,10,2,2,2414,741,1,,1207,4,,844,3,,363,10,2,,2,30,0,15,1,85,3,15,,
"120302088840301","12030240301",12,3,2,8,88,403,1,2,2879,819,1,,524,3,,196,4,,99,13,2,,4,15,5,27,1,76,3,24,,
"120401088801602","12040101602",12,4,1,8,88,16,2,4,2475,495,3,,200,2,,190,5,,105,2,2,,1,10,60,0,1,400,,,,
"130101088800102","13010100102",13,1,1,8,88,1,2,4,3204,960,4,,960,,,,,,,5,2,,1,3,0,2,3,100,,,,
"130101010100303","13010100303",13,1,1,1,1,3,3,2,1642,387,4,,75,1,,20,3,,5,10,3,,5,0,0,0,3,85,2,15,,
"130101088800303","13010100303",13,1,1,8,88,3,3,4,6560,1382,4,,6542,3,,10,3,,8,5,2,,5,7,0,3,1,85,3,15,,
"130101088800405","13010100405",13,1,1,8,88,4,5,3,6000,2800,4,,2787,1,,3,,,,1,2,,1,1,0,1,3,70,1,30,,
"130101088800601","13010100601",13,1,1,8,88,6,1,2,5410,1560,4,,1560,,,,,,,10,2,,5,2,0,4,3,999,,,,
"130101088800704","13010100704",13,1,1,8,88,7,4,1,9900,3434,4,,9900,1,,90,3,,10,15,2,,3,20,3,10,1,999,,,,
"130101088800905","13010100905",13,1,1,8,88,9,5,1,6440,1651,4,,6437,1,,2,3,,1,10,2,,3,25,0,5,1,999,,,,
"130101088801103","13010101103",13,1,1,8,88,11,3,4,4256,1092,4,,1092,,,,,,,15,2,,3,5,0,0,1,999,3,999,,
"130101010101209","13010101209",13,1,1,1,1,12,9,1,8700,1716,1,,70,3,,20,4,,10,1,3,,5,5,0,0,2,65,1,25,3,10
"130101088801304","13010101304",13,1,1,8,88,13,4,1,5559,1500,4,,1500,,,,,,,1,2,,1,0,99,1,1,99,2,1,,
"130101088801405","13010101405",13,1,1,8,88,14,5,3,11840,2368,4,,2068,1,,300,,,,6,2,,3,12,0,12,1,65,3,35,,
"130101088801603","13010101603",13,1,1,8,88,16,3,4,3922,779,4,,779,,,,,,,5,2,,5,5,95,0,1,779,,,,
"130101010101902","13010101902",13,1,1,1,1,19,2,1,5300,1060,4,,60,1,,30,3,,10,1,3,,5,0,50,0,1,80,2,10,3,10
"140103010100301","14010300301",14,1,3,1,1,3,1,1,30000,9000,1,,6750,3,,1350,4,,720,1,3,,1,0,0,0,2,55,1,35,3,10
"140106010100632","14010600632",14,1,6,1,1,6,32,1,33300,1499,1,,75,4,,15,3,,10,1,6,,5,0,0,5,2,98,3,1,1,1
"140202010200810","14020200810",14,2,2,1,2,8,10,1,42000,16500,1,,8000,3,,4500,4,,3000,1,7,"TEKETK YALE BETESEBOCH YTEGENBAbET",1,0,0,1,1,50,3,28,2,22
"140210010200422","14021000422",14,2,10,1,2,4,22,1,30000,5406,1,,2100,5,,600,3,,300,0,7,"YETEKERAREBU BaTOCH YEaLUBET",1,0,0,0,1,85,2,10,3,5
"140303010300904","14030300904",14,3,3,1,3,9,4,1,16500,4700,1,,2500,4,,1200,3,,600,2,3,,1,0,0,0,2,85,1,9,3,6
"140304020300252","14030400252",14,3,4,2,3,2,52,1,26000,7000,4,,4000,1,,1500,3,,1000,1,3,,1,0,0,0,2,80,3,15,1,5
"140313010300526","14031300526",14,3,13,1,3,5,26,1,85000,32000,1,,16000,4,,9000,3,,5000,2,3,,5,0,0,0,2,86,3,10,1,4
"140401010400822","14040100822",14,4,1,1,4,8,22,1,36000,12000,1,,5000,3,,3200,4,,3000,1,3,,1,0,0,0,2,80,1,13,3,7
"140404010400410","14040400410",14,4,4,1,4,4,10,1,37012,12000,1,,5500,4,,4000,3,,1500,2,3,,1,0,0,0,2,87,1,8,3,5
"140503010500433","14050300433",14,5,3,1,5,4,33,1,45000,15000,1,,7500,4,,4000,3,,1000,7,3,,1,0,0,0,2,70,3,20,1,10
"140602010600227","14060200227",14,6,2,1,6,2,27,1,32700,14530,1,,5330,3,,2630,4,,3850,1,3,,5,0,0,0,2,50,1,35,3,15
"140608010600822","14060800822",14,6,8,1,6,8,22,2,41000,13500,1,,6000,4,,2500,3,,1500,2,3,,1,0,0,0,2,85,3,10,1,5
"140704010700424","14070400424",14,7,4,1,7,4,24,1,45000,12500,1,,6500,4,,1500,3,,530,0,6,,2,0,0,0,2,70,1,25,3,5
"140801010800129","14080100129",14,8,1,1,8,1,29,2,35000,8000,1,,65,4,,30,3,,5,0,6,,5,0,0,0,1,60,2,25,3,15
"140807010800620","14080700620",14,8,7,1,8,6,20,1,27000,9500,1,,60,4,,30,3,,10,1,6,,5,0,0,0,2,80,1,20,3,0
"140906010901008","14090601008",14,9,6,1,9,10,8,2,39060,1703,1,,70,4,,20,3,,10,2,3,,1,0,0,0,2,60,1,20,3,20
"140913010900632","14091300632",14,9,13,1,9,6,32,1,10000,2000,1,,70,4,,20,3,,10,1,3,,1,0,0,0,2,60,1,20,3,20
"141006011000421","14100600421",14,10,6,1,10,4,21,3,40000,12000,1,,45,3,,30,2,,20,1,3,,1,0,0,0,1,60,2,25,3,15
"141012011000731","14101200731",14,10,12,1,10,7,31,1,42000,9500,1,,5000,4,,3000,2,,1000,1,1,,2,0,60,10,1,50,3,30,2,10
"150101010100211","15010100211",15,1,1,1,1,2,11,1,70000,17500,4,,10540,1,,5780,3,,680,2,3,,1,0,0,0,1,60,2,30,3,10
"150101010100329","15010100329",15,1,1,1,1,3,29,1,30189,5095,4,,3000,1,,1700,3,,300,1,3,,1,0,0,0,1,80,2,15,3,5
"150101010100431","15010100431",15,1,1,1,1,4,31,1,26102,6000,4,,2500,1,,2000,3,,1500,3,3,,1,0,0,0,1,75,2,20,3,5
"150101010100613","15010100613",15,1,1,1,1,6,13,2,13468,3367,1,,1500,4,,1000,3,,867,2,3,,5,0,0,0,1,70,2,20,3,10
"150101010100807","15010100807",15,1,1,1,1,8,7,1,31268,13000,4,,1500,1,,1000,3,,500,5,3,,1,0,0,0,1,60,3,30,2,10
"150101010100914","15010100914",15,1,1,1,1,9,14,1,45000,10000,4,,6000,1,,3000,3,,1000,2,7,"Plan ylhone nw",5,0,0,0,1,60,3,30,2,10
"150102088800404","15010200404",15,1,2,8,88,4,4,1,3227,720,4,,720,,,,,,,2,2,,5,40,35,25,3,100,,,,
"150102088800704","15010200704",15,1,2,8,88,7,4,2,4600,910,4,,910,,,,,,,1,2,,3,45,0,0,3,100,,,,
"150102088801002","15010201002",15,1,2,8,88,10,2,2,3678,802,4,,802,,,,,,,1,2,,4,40,0,0,3,100,,,,
"150102088801201","15010201201",15,1,2,8,88,12,1,2,8549,1564,4,,1564,,,,,,,2,2,,4,18,0,0,3,100,,,,
"150102088801401","15010201401",15,1,2,8,88,14,1,2,6600,1500,4,,6600,,,,,,,3,2,,3,29,59,12,1,95,3,5,,
"150102088801605","15010201605",15,1,2,8,88,16,5,2,10000,1728,4,,1711,1,,17,,,,2,2,,2,35,60,5,1,100,,,,
"150102088801805","15010201805",15,1,2,8,88,18,5,4,5780,1170,4,,1170,,,,,,,1,2,,5,10,83,7,1,99,3,1,,
"150102088802404","15010202404",15,1,2,8,88,24,4,2,4514,923,4,,923,1,,6,,,,2,2,,4,20,0,10,1,923,,,,
"150102088802801","15010202801",15,1,2,8,88,28,1,2,3154,520,4,,514,1,,6,,,,1,1,,3,75,20,5,3,100,,,,
"150102088803102","15010203102",15,1,2,8,88,31,2,2,1600,6000,4,,1600,,,,,,,20,1,,2,60,30,10,3,100,,,,
