cluster_lat,cluster_lon
13.2843556689,39.5298315988
13.3093670101,39.537840222
13.3722274393,37.7898736298
13.378876155,37.8923613595
13.445119687,39.4554479739
13.4725073289,39.5370858587
13.4774390358,37.121337842
13.4799053631,39.4757236203
13.482581105,39.4822550966
13.483455142,39.4972998808
13.4906250167,39.4698253525
13.4959239313,39.4550387048
13.4959614952,39.4733199966
13.5067657829,39.479845641
13.5148639098,39.451707139
13.5160575022,37.6273155648
13.5188479701,39.4787763801
13.5993945062,37.6294607001
13.642517176,38.1191822345
13.6709932967,37.4064256501
13.691822766,39.2019014551
13.7268385142,39.3001871652
13.731570436,37.3672533162
13.7594065927,39.7088136551
13.781326561,38.9865118422
13.7975010186,37.4518510509
13.8014265472,39.6182529669
13.8073113302,39.5987939955
13.8351102558,37.4103917923
13.8426043605,39.7196438594
13.8440840301,38.4803250395
13.8713387734,38.6366907016
13.895387614,39.7873002106
13.9843705066,39.5331294187
13.985946938,38.6492990176
14.0775572909,38.3156776092
14.0859773206,38.9755077144
14.0862760222,37.9831865445
14.0872350664,37.5015263838
14.0922904353,39.6498433792
14.1005955542,38.2661417342
14.1097608206,38.4738350524
14.1278029513,38.7220195468
14.1294278702,39.56088637
14.1543771073,38.6998806669
14.1562794699,38.899765453
14.1583566438,39.2258474475
14.1819914938,36.4799930893
14.1873882002,39.5544323791
14.2527065254,39.6508902034
14.2623092313,38.5017445074
14.2762502474,39.1567179226
14.2834679193,38.5730157222
14.2885896726,38.210251919
14.3007959467,39.0594892637
14.3192174691,39.2715992602
14.353816185,37.890876313
14.4559615944,39.4790823741
